Production Enquiry as of 31/10/2025,,,,,,,,,
Assembly Number,Assembly Date,Assemble By,Product Code,Product Description,Product Group,Warehouse,Quantity,Total Cost,Assembly Status
ASM-00031803,30/10/2025,30/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Completed
ASM-00031803,30/10/2025,30/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Completed
ASM-00031803,30/10/2025,30/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Completed
ASM-00031802,30/10/2025,30/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Completed
ASM-00031802,30/10/2025,30/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Completed
ASM-00031802,30/10/2025,30/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Completed
ASM-00031801,30/10/2025,30/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Completed
ASM-00031801,30/10/2025,30/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Completed
ASM-00031801,30/10/2025,30/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Completed
ASM-00031800,30/10/2025,30/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Completed
ASM-00031800,30/10/2025,30/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Completed
ASM-00031800,30/10/2025,30/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Completed
ASM-00031797,30/10/2025,30/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Completed
ASM-00031797,30/10/2025,30/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Completed
ASM-00031797,30/10/2025,30/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Completed
ASM-00031796,30/10/2025,30/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Completed
ASM-00031796,30/10/2025,30/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Completed
ASM-00031796,30/10/2025,30/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Completed
ASM-00031795,30/10/2025,30/10/2025,WH-PSDHFullPOM,Pesado White Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-1,-5.00,Completed
ASM-00031795,30/10/2025,30/10/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-9.63,Completed
ASM-00031795,30/10/2025,30/10/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031795,30/10/2025,30/10/2025,PFH00GA-HY,Pesado HYBRID Naked Portafilter Head Only Gaggia,PESADO,Main Warehouse,-1,-20.74,Completed
ASM-00031795,30/10/2025,30/10/2025,PF02GA-WHPOM-HY,Pesado HYBRID Spouted Portafilter GA - White FullPOM,PESADO,Main Warehouse,1,35.76,Completed
ASM-00031794,,29/10/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Parked
ASM-00031794,,29/10/2025,PFMOD2-Iris,Pesado Portafilter Multi Handle Module 2 - Iris,PESADO,Main Warehouse,-1,-6.98,Parked
ASM-00031794,,29/10/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.10,Parked
ASM-00031794,,29/10/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-17.47,Parked
ASM-00031794,,29/10/2025,PF00BR54BK-Iris-HY,Pesado HYBRID Naked Portafilter Breville 54mm - Black/Iris,PESADO,Main Warehouse,1,27.94,Parked
ASM-00031793,30/10/2025,29/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Completed
ASM-00031793,30/10/2025,29/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Completed
ASM-00031793,30/10/2025,29/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Completed
ASM-00031792,30/10/2025,29/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Completed
ASM-00031792,30/10/2025,29/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Completed
ASM-00031792,30/10/2025,29/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Completed
ASM-00031791,,29/10/2025,PSDHY-BR,Pesado HYBRID Double Spouted Attachment - (Breville 54),PESADO,Main Warehouse,-1,-9.46,Parked
ASM-00031791,,29/10/2025,PSD-HE-54,Pesado He[%] Basket - Breville 54mm,PESADO,Main Warehouse,-1,-5.30,Parked
ASM-00031791,,29/10/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Parked
ASM-00031791,,29/10/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-1,-7.34,Parked
ASM-00031791,,29/10/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.10,Parked
ASM-00031791,,29/10/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-17.47,Parked
ASM-00031791,,29/10/2025,PRE-BR54-SET,Breville 54mm Hybrid Precision Set,PESADO,Main Warehouse,1,43.06,Parked
ASM-00031790,,29/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Parked
ASM-00031790,,29/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Parked
ASM-00031790,,29/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Parked
ASM-00031789,,29/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Parked
ASM-00031789,,29/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Parked
ASM-00031789,,29/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Parked
ASM-00031788,,29/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Parked
ASM-00031788,,29/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Parked
ASM-00031788,,29/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Parked
ASM-00031787,,29/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Parked
ASM-00031787,,29/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Parked
ASM-00031787,,29/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Parked
ASM-00031786,,29/10/2025,PSDHY-BR,Pesado HYBRID Double Spouted Attachment - (Breville 54),PESADO,Main Warehouse,-1,-9.46,Parked
ASM-00031786,,29/10/2025,PSDHFullPOM,Pesado Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-1,-4.86,Parked
ASM-00031786,,29/10/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Parked
ASM-00031786,,29/10/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-17.47,Parked
ASM-00031786,,29/10/2025,PF02BR54-FullPOM-HY,Pesado HYBRID Double Spouted Portafilter Breville 54mm - Full POM,PESADO,Main Warehouse,1,32.18,Parked
ASM-00031785,30/10/2025,29/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-2,0.00,Completed
ASM-00031785,30/10/2025,29/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-2,-5.94,Completed
ASM-00031785,30/10/2025,29/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,2,5.94,Completed
ASM-00031784,,29/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Parked
ASM-00031784,,29/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Parked
ASM-00031784,,29/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Parked
ASM-00031783,30/10/2025,29/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Completed
ASM-00031783,30/10/2025,29/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Completed
ASM-00031783,30/10/2025,29/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Completed
ASM-00031782,30/10/2025,29/10/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-2.68,Completed
ASM-00031782,30/10/2025,29/10/2025,PSDleva-Iris,Pesado Leva knob - Iris,PESADO,Main Warehouse,-1,-6.98,Completed
ASM-00031782,30/10/2025,29/10/2025,PSDcrusherIRIS,Pesado Clump Crusher - Iris,PESADO,Main Warehouse,1,9.66,Completed
ASM-00031781,30/10/2025,29/10/2025,PSDHFullPOM,Pesado Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-2,-9.72,Completed
ASM-00031781,30/10/2025,29/10/2025,PSD02Spout,Pesado Spout - Double,PESADO,Main Warehouse,-2,-11.54,Completed
ASM-00031781,30/10/2025,29/10/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-2,-0.78,Completed
ASM-00031781,30/10/2025,29/10/2025,PFHLM,Pesado Double Spouted Portafilter  Head Only LM 6mm,PESADO,Main Warehouse,-2,-34.73,Completed
ASM-00031781,30/10/2025,29/10/2025,PF02LM-FullPOM,Pesado Double Spouted Portafilter LM 6mm - Full POM,PESADO,Main Warehouse,2,56.77,Completed
ASM-00031764,,29/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Parked
ASM-00031764,,29/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Parked
ASM-00031764,,29/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Parked
ASM-00031763,,29/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Parked
ASM-00031763,,29/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Parked
ASM-00031763,,29/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Parked
ASM-00031762,,29/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Parked
ASM-00031762,,29/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Parked
ASM-00031762,,29/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Parked
ASM-00031761,,29/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Parked
ASM-00031761,,29/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Parked
ASM-00031761,,29/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Parked
ASM-00031760,30/10/2025,29/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Completed
ASM-00031760,30/10/2025,29/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Completed
ASM-00031760,30/10/2025,29/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Completed
ASM-00031759,30/10/2025,29/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Completed
ASM-00031759,30/10/2025,29/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Completed
ASM-00031759,30/10/2025,29/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Completed
ASM-00031758,30/10/2025,29/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Completed
ASM-00031758,30/10/2025,29/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Completed
ASM-00031758,30/10/2025,29/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Completed
ASM-00031757,,29/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Parked
ASM-00031757,,29/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Parked
ASM-00031757,,29/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Parked
ASM-00031756,30/10/2025,29/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Completed
ASM-00031756,30/10/2025,29/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Completed
ASM-00031756,30/10/2025,29/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Completed
ASM-00031755,30/10/2025,29/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Completed
ASM-00031755,30/10/2025,29/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Completed
ASM-00031755,30/10/2025,29/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Completed
ASM-00031754,30/10/2025,29/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Completed
ASM-00031754,30/10/2025,29/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Completed
ASM-00031754,30/10/2025,29/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Completed
ASM-00031753,30/10/2025,29/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Completed
ASM-00031753,30/10/2025,29/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Completed
ASM-00031753,30/10/2025,29/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Completed
ASM-00031752,30/10/2025,29/10/2025,PSDHFullPOM,Pesado Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-1,-4.86,Completed
ASM-00031752,30/10/2025,29/10/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031752,30/10/2025,29/10/2025,PFH00BR58-HY,Pesado HYBRID Naked Portafilter Head Only Breville 58mm,PESADO,Main Warehouse,-1,-17.50,Completed
ASM-00031752,30/10/2025,29/10/2025,PF00BR58-FullPOM-HY,Pesado HYBRID Naked Portafilter Breville 58mm - Full POM,PESADO,Main Warehouse,1,22.75,Completed
ASM-00031751,30/10/2025,29/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Completed
ASM-00031751,30/10/2025,29/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Completed
ASM-00031751,30/10/2025,29/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Completed
ASM-00031748,,28/10/2025,PSD-HD-Plate54,Breville 54mm barista express diffusion plate,PESADO,Main Warehouse,-1,0.00,Parked
ASM-00031748,,28/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO,Main Warehouse,-1,-2.97,Parked
ASM-00031748,,28/10/2025,PSD-HD-EX54,High Diffusion shower screen for (Breville 54mm Barista Express),PESADO,Main Warehouse,1,2.97,Parked
ASM-00031746,29/10/2025,28/10/2025,WH-PSDHFullPOM,Pesado White Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-2,-9.99,Completed
ASM-00031746,29/10/2025,28/10/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-2,-0.78,Completed
ASM-00031746,29/10/2025,28/10/2025,PFH00GA-HY,Pesado HYBRID Naked Portafilter Head Only Gaggia,PESADO,Main Warehouse,-2,-41.48,Completed
ASM-00031746,29/10/2025,28/10/2025,PF00GA-WHPOM-HY,Pesado HYBRID Naked Portafilter GA  - White FullPOM,PESADO,Main Warehouse,2,52.25,Completed
ASM-00031745,29/10/2025,28/10/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-2,-19.25,Completed
ASM-00031745,29/10/2025,28/10/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-2,-0.78,Completed
ASM-00031745,29/10/2025,28/10/2025,PFMOD2-Haze,Pesado Portafilter Multi Handle Module 2 - Haze,PESADO,Main Warehouse,-2,-19.84,Completed
ASM-00031745,29/10/2025,28/10/2025,PFMOD1-White,Pesado Portafilter Multi  Handle Module 1 - White,PESADO,Main Warehouse,-2,-6.20,Completed
ASM-00031745,29/10/2025,28/10/2025,PFH00MV-HY,Pesado HYBRID Naked Portafilter Head Only - 5mm E61,PESADO,Main Warehouse,-2,-37.02,Completed
ASM-00031745,29/10/2025,28/10/2025,PF02MV-WHZ-HY,Pesado HYBRID Double Spouted Portafilter 5mm E61 - White/Haze,PESADO,Main Warehouse,2,83.09,Completed
ASM-00031744,,28/10/2025,PSDHFullPOM,Pesado Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-1,-4.86,Parked
ASM-00031744,,28/10/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Parked
ASM-00031744,,28/10/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-17.47,Parked
ASM-00031744,,28/10/2025,PF00BR54-FullPOM-HY,Pesado HYBRID Naked Portafilter Breville 54mm - Full POM,PESADO,Main Warehouse,1,22.72,Parked
ASM-00031743,29/10/2025,28/10/2025,PSDHFullPOM,Pesado Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-1,-4.86,Completed
ASM-00031743,29/10/2025,28/10/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031743,29/10/2025,28/10/2025,PFH00NS-HY,Pesado HYBRID Naked Portafilter Head Only NS,PESADO,Main Warehouse,-1,-17.64,Completed
ASM-00031743,29/10/2025,28/10/2025,PF00NS-FullPOM-HY,Pesado HYBRID Naked Portafilter NS - Full POM,PESADO,Main Warehouse,1,22.89,Completed
ASM-00031742,29/10/2025,28/10/2025,PSDHFullPOM,Pesado Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-1,-4.86,Completed
ASM-00031742,29/10/2025,28/10/2025,PSD02Spout,Pesado Spout - Double,PESADO,Main Warehouse,-1,-5.77,Completed
ASM-00031742,29/10/2025,28/10/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031742,29/10/2025,28/10/2025,PFHNS,Pesado Double Spouted Portafilter  Head Only NS,PESADO,Main Warehouse,-1,-16.57,Completed
ASM-00031742,29/10/2025,28/10/2025,PF02NS-FullPOM,Pesado Double Spouted Portafilter NS - Full POM,PESADO,Main Warehouse,1,27.59,Completed
ASM-00031741,,28/10/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Parked
ASM-00031741,,28/10/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-1,-7.34,Parked
ASM-00031741,,28/10/2025,PFMOD1-White,Pesado Portafilter Multi  Handle Module 1 - White,PESADO,Main Warehouse,-1,-3.10,Parked
ASM-00031741,,28/10/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-17.47,Parked
ASM-00031741,,28/10/2025,PF00BR54-WSL-HY,Pesado HYBRID Naked Portafilter Breville 54mm - White/Silver,PESADO,Main Warehouse,1,28.30,Parked
ASM-00031740,,28/10/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Parked
ASM-00031740,,28/10/2025,PFMOD2-Bronze,Pesado Portafilter Multi  Handle Module 2 - Bronze,PESADO,Main Warehouse,-1,-9.92,Parked
ASM-00031740,,28/10/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.10,Parked
ASM-00031740,,28/10/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-17.47,Parked
ASM-00031740,,28/10/2025,PF00BR54-BBZ-HY,Pesado HYBRID Naked Portafilter Breville 54mm - Black/Bronze,PESADO,Main Warehouse,1,30.88,Parked
ASM-00031739,29/10/2025,28/10/2025,PSD02Spout,Pesado Spout - Double,PESADO,Main Warehouse,-1,-5.77,Completed
ASM-00031739,29/10/2025,28/10/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-1,-7.34,Completed
ASM-00031739,29/10/2025,28/10/2025,PFMOD1-White,Pesado Portafilter Multi  Handle Module 1 - White,PESADO,Main Warehouse,-1,-3.10,Completed
ASM-00031739,29/10/2025,28/10/2025,PFHNS,Pesado Double Spouted Portafilter  Head Only NS,PESADO,Main Warehouse,-1,-16.57,Completed
ASM-00031739,29/10/2025,28/10/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
ASM-00031739,29/10/2025,28/10/2025,PF02NS-WSL,Pesado Double Spouted Portafilter NS - White/Silver,PESADO,Main Warehouse,1,33.17,Completed
ASM-00031738,29/10/2025,28/10/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.39,Completed
